Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
24,2016,Kelvin Taylor\TaylKe01,RB,22,,Florida,College Stats,5-10,207,4.60,32.0,15,113,,,San Francisco 49ers / 6th / 211th pick / 2016
25,2016,Nate Sudfeld\SudfNa00,QB,22,1,Indiana,College Stats,6-6,234,5.02,29.0,,105,,,Washington Redskins / 6th / 187th pick / 2016
26,2016,Joel Stave\StavJo01,QB,23,,Wisconsin,College Stats,6-5,236,4.80,33.5,,115,7.29,4.33,
27,2016,Ronnie Stanley\StanRo00,OT,21,41,Notre Dame,College Stats,6-6,312,5.20,28.5,,,8.03,4.90,Baltimore Ravens / 1st / 6th pick / 2016
28,2016,Nelson Spruce\SpruNe01,WR,23,,Colorado,College Stats,6-1,206,4.69,35.0,12,114,7.09,4.20,
29,2016,Jason Spriggs\SpriJa00,OT,21,8,Indiana,College Stats,6-6,301,4.94,31.5,31,115,7.70,4.44,Green Bay Packers / 2nd / 48th pick / 2016
30,2016,Wendell Smallwood\SmalWe00,RB,22,10,West Virginia,College Stats,5-10,208,4.47,33.5,14,120,6.83,4.28,Philadelphia Eagles / 5th / 153rd pick / 2016
31,2016,Pearce Slater\SlatPe01,OT,21,,San Diego St.,College Stats,6-7,329,5.42,23.0,17,92,8.36,5.12,
32,2016,Matt Skura\SkurMa01,C,23,20,Duke,College Stats,6-3,305,5.39,24.0,27,103,7.89,4.76,
33,2016,Sterling Shepard\ShepSt00,WR,23,22,Oklahoma,College Stats,5-10,194,4.48,41.0,20,123,7.00,4.35,New York Giants / 2nd / 40th pick / 2016
34,2016,Brandon Shell\ShelBr00,OT,24,17,South Carolina,College Stats,6-5,324,5.22,30.5,22,112,,,New York Jets / 5th / 158th pick / 2016
35,2016,Tajae Sharpe\SharTa00,WR,21,11,Massachusetts,College Stats,6-2,194,4.55,33.5,11,114,,,Tennessee Titans / 5th / 140th pick / 2016
36,2016,Hunter Sharp\SharHu01,WR,21,0,Utah St.,College Stats,5-11,198,4.58,32.5,12,116,7.12,4.19,
37,2016,Isaac Seumalo\SeumIs00,OG,22,15,Oregon St.,College Stats,6-4,303,5.19,26.0,,105,7.40,4.52,Philadelphia Eagles / 3rd / 79th pick / 2016
38,2016,Rashawn Scott\ScotRa01,WR,24,0,Miami (FL),College Stats,6-1,199,4.54,32.5,17,116,,,
39,2016,Beau Sandland\SandBe00,TE,23,,Montana St.,,6-4,253,4.74,35.0,23,124,7.10,4.33,Carolina Panthers / 7th / 252nd pick / 2016
40,2016,Alonzo Russell\RussAl01,WR,23,0,Toledo,College Stats,6-4,206,4.54,29.5,12,112,7.18,4.33,
41,2016,Demarcus Robinson\RobiDe01,WR,21,10,Florida,College Stats,6-1,203,4.59,34.5,,123,6.77,4.19,Kansas City Chiefs / 4th / 126th pick / 2016
42,2016,Alex Redmond\RedmAl01,OG,21,8,UCLA,College Stats,6-5,294,5.30,28.0,30,111,7.75,4.90,
43,2016,C.J. Prosise\ProsC.00,RB,21,5,Notre Dame,College Stats,6-0,220,4.48,35.5,,121,,,Seattle Seahawks / 3rd / 90th pick / 2016
44,2016,Dak Prescott\PresDa01,QB,22,60,Mississippi St.,College Stats,6-2,226,4.79,32.5,,116,7.11,4.32,Dallas Cowboys / 4th / 135th pick / 2016
45,2016,Paul Perkins\PerkPa00,RB,21,5,UCLA,College Stats,5-10,208,4.54,32.0,19,124,,,New York Giants / 5th / 149th pick / 2016
46,2016,Charone Peake\PeakCh00,WR,23,1,Clemson,College Stats,6-2,209,4.45,35.5,12,122,6.96,4.46,New York Jets / 7th / 241st pick / 2016
47,2016,Jordan Payton\PaytJo00,WR,22,0,UCLA,College Stats,6-1,207,4.47,34.5,,121,7.08,4.33,Cleveland Browns / 5th / 154th pick / 2016
48,2016,Rees Odhiambo\OdhiRe00,OT,23,4,Boise St.,College Stats,6-4,314,5.17,,23,,,,Seattle Seahawks / 3rd / 97th pick / 2016
49,2016,Stephane Nembot\NembSt01,OT,24,,Colorado,College Stats,6-7,322,5.39,26.5,32,103,8.55,5.15,
50,2016,Kyle Murphy\MurpKy00,OT,22,2,Stanford,College Stats,6-6,305,5.19,,23,,,,Green Bay Packers / 6th / 200th pick / 2016
51,2016,David Morgan\MorgDa01,TE,22,1,Texas-San Antonio,College Stats,6-4,262,,,,,,,Minnesota Vikings / 6th / 188th pick / 2016
52,2016,Chris Moore\MoorCh00,WR,22,4,Cincinnati,College Stats,6-1,206,4.53,37.0,10,130,6.76,4.20,Baltimore Ravens / 4th / 107th pick / 2016
53,2016,Malcolm Mitchell\MitcMa01,WR,23,4,Georgia,College Stats,6-0,198,4.45,36.0,15,129,6.94,4.34,New England Patriots / 4th / 112th pick / 2016
54,2016,Braxton Miller\MillBr03,WR,23,2,Ohio St.,College Stats,6-1,201,4.50,35.0,17,123,6.65,4.07,Houston Texans / 3rd / 85th pick / 2016
55,2016,Mekale McKay\McKaMe00,WR,22,,Cincinnati,College Stats,6-4,207,4.55,35.0,12,123,7.08,4.63,
56,2016,Connor McGovern\McGoCo00,OG,22,15,Missouri,College Stats,6-4,306,5.11,33.0,33,109,7.50,4.65,Denver Broncos / 5th / 144th pick / 2016
57,2016,Jake McGee\McGeJa01,TE,24,,Florida,College Stats,6-5,250,4.83,,17,,,,
58,2016,Tyler Marz\MarzTy01,OT,23,1,Wisconsin,College Stats,6-7,316,5.54,27.5,19,99,8.38,4.97,
59,2016,Nick Martin\MartNi00,C,22,21,Notre Dame,College Stats,6-4,299,5.22,28.0,28,97,7.57,4.72,Houston Texans / 2nd / 50th pick / 2016
60,2016,Keith Marshall\MarsKe00,RB,22,,Georgia,College Stats,5-11,219,4.31,30.5,25,,,,Washington Redskins / 7th / 242nd pick / 2016
61,2016,Jalin Marshall\MarsJa01,WR,20,1,Ohio St.,College Stats,5-10,200,4.60,37.5,16,125,6.80,4.13,
62,2016,Byron Marshall\MarsBy01,WR,22,0,Oregon,College Stats,5-9,201,4.42,,17,,,,
63,2016,Ryan Malleck\MallRy02,TE,22,0,Virginia Tech,College Stats,6-4,247,4.77,34.5,18,121,7.00,4.33,
64,2016,Tre Madden\MaddTr01,RB,22,1,USC,College Stats,6-0,223,4.53,,24,,,,
65,2016,Paxton Lynch\LyncPa00,QB,22,2,Memphis,College Stats,6-7,244,4.86,36.0,,118,7.14,4.26,Denver Broncos / 1st / 26th pick / 2016
66,2016,Ricardo Louis\LouiRi00,WR,21,3,Auburn,College Stats,6-2,215,4.43,38.0,18,132,,,Cleveland Browns / 4th / 114th pick / 2016
67,2016,Kolby Listenbee\ListKo00,WR,22,,TCU,College Stats,6-0,197,4.39,35.5,15,129,,,Buffalo Bills / 6th / 192nd pick / 2016
68,2016,Alex Lewis\LewiAl01,OT,23,12,Nebraska,College Stats,6-6,312,5.22,29.5,27,100,7.94,4.72,Baltimore Ravens / 4th / 130th pick / 2016
69,2016,Kenny Lawler\LawlKe00,WR,21,,California,College Stats,6-2,203,4.64,31.0,,111,7.13,4.20,Seattle Seahawks / 7th / 243rd pick / 2016
70,2016,Daniel Lasco\LascDa00,RB,23,0,California,College Stats,6-0,209,4.46,41.5,23,135,7.22,4.26,New Orleans Saints / 7th / 237th pick / 2016
71,2016,Denver Kirkland\KirkDe00,OT,22,2,Arkansas,College Stats,6-4,335,5.55,22.5,19,94,8.72,5.06,
72,2016,Cody Kessler\KessCo00,QB,22,5,USC,College Stats,6-1,220,4.89,29.5,,104,7.32,4.00,Cleveland Browns / 3rd / 93rd pick / 2016
73,2016,Ryan Kelly\KellRy00,C,22,26,Alabama,College Stats,6-4,311,5.03,30.0,26,103,7.58,4.59,Indianapolis Colts / 1st / 18th pick / 2016
74,2016,Nila Kasitati\KasiNi01,OG,22,,Oklahoma,College Stats,6-3,317,5.32,27.5,12,107,8.30,4.83,
75,2016,Cayleb Jones\JoneCa02,WR,22,,Arizona,College Stats,6-3,209,4.65,33.5,9,,6.99,4.14,
76,2016,Cardale Jones\JoneCa01,QB,23,0,Ohio St.,College Stats,6-5,253,4.81,36.0,,,,,Buffalo Bills / 4th / 139th pick / 2016
77,2016,Tyler Johnstone\JohnTy01,OT,23,,Oregon,College Stats,6-5,301,5.21,30.5,24,104,7.31,4.60,
78,2016,Devon Johnson\JohnDe05,RB,22,,Marshall,College Stats,6-0,238,4.64,,,,,,
79,2016,Andy Janovich\JanoAn00,FB,22,2,Nebraska,College Stats,6-1,238,4.81,34.0,30,119,7.28,4.32,Denver Broncos / 6th / 176th pick / 2016
80,2016,Dominick Jackson\JackDo00,OT,,,Alabama,College Stats,6-5,313,5.38,26.0,20,97,,,
81,2016,Germain Ifedi\IfedGe00,OT,21,29,Texas A&M,College Stats,6-6,324,5.27,32.5,24,109,,4.75,Seattle Seahawks / 1st / 31st pick / 2016
82,2016,Jordan Howard\HowaJo00,RB,21,26,Indiana,College Stats,6-0,230,4.57,34.0,16,122,,,Chicago Bears / 5th / 150th pick / 2016
83,2016,Austin Hooper\HoopAu00,TE,21,20,Stanford,College Stats,6-4,254,4.72,33.0,19,117,7.00,4.32,Atlanta Falcons / 3rd / 81st pick / 2016
84,2016,Kevin Hogan\HogaKe00,QB,23,2,Stanford,College Stats,6-3,218,4.78,32.5,,113,6.90,4.31,Kansas City Chiefs / 5th / 162nd pick / 2016
85,2016,Rashard Higgins\HiggRa00,WR,21,6,Colorado St.,College Stats,6-1,196,4.64,32.0,13,116,,,Cleveland Browns / 5th / 172nd pick / 2016
86,2016,Tyler Higbee\HigbTy00,TE,23,13,Western Kentucky,College Stats,6-6,249,4.77,,,,,,Los Angeles Rams / 4th / 110th pick / 2016
87,2016,Quayvon Hicks\HickQu01,FB,21,,Georgia,College Stats,6-1,259,4.82,,,,,,
88,2016,Hunter Henry\HenrHu00,TE,21,14,Arkansas,College Stats,6-5,250,4.79,,13,,,,San Diego Chargers / 2nd / 35th pick / 2016
89,2016,Derrick Henry\HenrDe00,RB,22,29,Alabama,College Stats,6-3,247,4.54,37.0,22,130,7.20,4.38,Tennessee Titans / 2nd / 45th pick / 2016
90,2016,Temarrick Hemingway\HemiTe00,TE,22,0,South Carolina St.,,6-5,244,4.71,30.5,18,115,6.88,4.31,Los Angeles Rams / 6th / 177th pick / 2016
91,2016,Jerald Hawkins\HawkJe00,OT,22,1,LSU,College Stats,6-6,305,5.23,23.5,23,100,8.19,4.89,Pittsburgh Steelers / 4th / 123rd pick / 2016
92,2016,Joe Haeg\HaegJo00,OT,22,19,North Dakota St.,,6-6,304,5.16,27.5,,111,7.47,4.47,Indianapolis Colts / 5th / 155th pick / 2016
93,2016,Christian Hackenberg\HackCh01,QB,21,,Penn St.,College Stats,6-4,223,4.78,31.0,,114,7.04,4.33,New York Jets / 2nd / 51st pick / 2016
94,2016,Glenn Gronkowski\GronGl01,FB,22,0,Kansas St.,College Stats,6-2,239,4.71,33.0,17,120,7.10,4.45,
95,2016,Darrell Greene\GreeDa02,OG,23,,San Diego St.,College Stats,6-3,321,5.20,21.5,28,98,8.07,4.98,
96,2016,Jared Goff\GoffJa00,QB,21,43,California,College Stats,6-4,215,4.82,27.0,,110,7.17,4.47,Los Angeles Rams / 1st / 1st pick / 2016
97,2016,Graham Glasgow\GlasGr00,C,23,28,Michigan,College Stats,6-6,307,5.13,25.0,23,106,7.63,4.63,Detroit Lions / 3rd / 95th pick / 2016
98,2016,Keyarris Garrett\GarrKe01,WR,23,,Tulsa,College Stats,6-3,220,4.53,36.5,14,128,7.30,4.33,
99,2016,Joshua Garnett\GarnJo00,OG,22,5,Stanford,College Stats,6-4,312,5.32,29.0,30,99,7.62,4.64,San Francisco 49ers / 1st / 28th pick / 2016
100,2016,Will Fuller\FullWi01,WR,21,19,Notre Dame,College Stats,6-0,186,4.32,33.5,10,126,6.93,4.27,Houston Texans / 1st / 21st pick / 2016
101,2016,D.J. Foster\FostD.01,WR,22,1,Arizona St.,College Stats,5-10,193,4.57,35.5,14,117,6.75,4.07,
102,2016,Josh Ferguson\FergJo02,RB,22,1,Illinois,College Stats,5-9,198,4.48,34.5,21,120,,,
103,2016,Tyler Ervin\ErviTy00,RB,22,0,San Jose St.,College Stats,5-10,192,4.41,39.0,17,130,,,Houston Texans / 4th / 119th pick / 2016
104,2016,Ezekiel Elliott\ElliEz00,RB,20,52,Ohio St.,College Stats,6-0,225,4.47,32.5,,118,,,Dallas Cowboys / 1st / 4th pick / 2016
105,2016,Parker Ehinger\EhinPa00,OT,23,4,Cincinnati,College Stats,6-6,310,5.26,27.5,,97,,,Kansas City Chiefs / 4th / 105th pick / 2016
106,2016,Thomas Duarte\DuarTh00,TE,20,0,UCLA,College Stats,6-2,231,4.72,33.5,12,118,6.97,4.24,Miami Dolphins / 7th / 231st pick / 2016
107,2016,Jeff Driskel\DrisJe00,QB,22,5,Louisiana Tech,College Stats,6-4,234,4.56,32.0,,122,7.19,4.25,San Francisco 49ers / 6th / 207th pick / 2016
108,2016,Spencer Drango\DranSp00,OT,23,9,Baylor,College Stats,6-6,315,5.27,27.0,30,100,7.88,4.66,Cleveland Browns / 5th / 168th pick / 2016
109,2016,Kenyan Drake\DrakKe00,RB,22,23,Alabama,College Stats,6-1,210,4.45,34.5,10,123,7.04,4.21,Miami Dolphins / 3rd / 73rd pick / 2016
110,2016,Brandon Doughty\DougBr00,QB,24,,Western Kentucky,College Stats,6-3,213,5.22,27.0,,103,7.49,4.52,Miami Dolphins / 7th / 223rd pick / 2016
111,2016,Josh Doctson\DoctJo00,WR,23,9,TCU,College Stats,6-2,202,4.50,41.0,14,131,6.84,4.08,Washington Redskins / 1st / 22nd pick / 2016
112,2016,Kenneth Dixon\DixoKe00,RB,22,5,Louisiana Tech,College Stats,5-10,215,4.56,37.5,18,121,6.97,4.28,Baltimore Ravens / 4th / 134th pick / 2016
113,2016,Taylor Decker\DeckTa00,OT,22,30,Ohio St.,College Stats,6-7,310,5.23,29.0,20,101,7.70,4.76,Detroit Lions / 1st / 16th pick / 2016
114,2016,Trevor Davis\DaviTr03,WR,22,2,California,College Stats,6-1,188,4.42,38.5,11,124,6.60,4.22,Green Bay Packers / 5th / 163rd pick / 2016
115,2016,Joe Dahl\DahlJo00,OT,22,9,Washington St.,College Stats,6-4,304,5.18,31.0,28,109,7.64,4.77,Detroit Lions / 5th / 151st pick / 2016
116,2016,Cody Core\CoreCo00,WR,21,3,Mississippi,College Stats,6-3,205,4.47,31.5,14,119,,,Cincinnati Bengals / 6th / 199th pick / 2016
117,2016,Pharoh Cooper\CoopPh00,WR,21,5,South Carolina,College Stats,5-11,203,4.52,31.0,15,115,,,Los Angeles Rams / 4th / 117th pick / 2016
118,2016,Fahn Cooper\CoopFa00,OT,22,,Mississippi,College Stats,6-4,303,5.17,25.0,19,102,7.85,4.89,San Francisco 49ers / 5th / 174th pick / 2016
119,2016,Connor Cook\CookCo00,QB,23,0,Michigan St.,College Stats,6-4,217,4.79,33.0,,113,7.21,4.28,Oakland Raiders / 4th / 100th pick / 2016
120,2016,Jack Conklin\ConkJa00,OT,21,36,Michigan St.,College Stats,6-6,308,5.00,30.0,25,103,7.63,4.57,Tennessee Titans / 1st / 8th pick / 2016
121,2016,Alex Collins\CollAl00,RB,21,14,Arkansas,College Stats,5-10,217,4.59,28.5,18,113,,,Seattle Seahawks / 5th / 171st pick / 2016
122,2016,Shon Coleman\ColeSh00,OT,24,6,Auburn,College Stats,6-5,307,5.18,,22,,,,Cleveland Browns / 3rd / 76th pick / 2016
123,2016,Corey Coleman\ColeCo00,WR,21,6,Baylor,College Stats,5-11,194,4.42,40.5,17,129,,,Cleveland Browns / 1st / 15th pick / 2016
124,2016,Le'Raven Clark\ClarLe01,OT,22,7,Texas Tech,College Stats,6-5,316,5.16,,18,,,,Indianapolis Colts / 3rd / 82nd pick / 2016
125,2016,Tra Carson\CarsTr01,RB,23,0,Texas A&M,College Stats,5-11,227,4.63,,19,,,,
126,2016,Leonte Carroo\CarrLe00,WR,22,2,Rutgers,College Stats,6-0,211,4.50,35.5,14,120,,,Miami Dolphins / 3rd / 86th pick / 2016
127,2016,Devon Cajuste\CajuDe01,WR,23,,Stanford,College Stats,6-4,234,4.62,36.0,12,123,6.49,4.20,
128,2016,Aaron Burbridge\BurbAa00,WR,22,1,Michigan St.,College Stats,6-0,206,4.56,30.5,20,115,7.22,4.31,San Francisco 49ers / 6th / 213th pick / 2016
129,2016,Chris Brown\BrowCh07,WR,22,,Notre Dame,College Stats,6-2,194,4.48,,,,,,
130,2016,Jacoby Brissett\BrisJa00,QB,23,24,North Carolina St.,College Stats,6-4,231,4.94,31.0,,113,7.17,4.53,New England Patriots / 3rd / 91st pick / 2016
131,2016,Jake Brendel\BrenJa01,C,23,2,UCLA,College Stats,6-3,303,5.01,28.0,25,108,7.31,4.27,
132,2016,Tyler Boyd\BoydTy00,WR,21,23,Pittsburgh,College Stats,6-1,197,4.58,34.0,11,119,6.90,4.35,Cincinnati Bengals / 2nd / 55th pick / 2016
133,2016,Devontae Booker\BookDe00,RB,23,12,Utah,College Stats,5-11,219,4.56,,22,,,,Denver Broncos / 4th / 136th pick / 2016
134,2016,Evan Boehm\BoehEv00,C,22,12,Missouri,College Stats,6-2,302,5.33,28.5,24,96,7.52,4.69,Arizona Cardinals / 4th / 128th pick / 2016
135,2016,Austin Blythe\BlytAu00,C,23,20,Iowa,College Stats,6-2,298,5.36,27.5,29,99,7.52,4.53,Indianapolis Colts / 7th / 248th pick / 2016
136,2016,Caleb Benenoch\BeneCa00,OT,21,12,UCLA,College Stats,6-5,311,4.98,28.0,,104,8.15,5.11,Tampa Bay Buccaneers / 5th / 148th pick / 2016
137,2016,Willie Beavers\BeavWi00,OT,22,0,West. Michigan,College Stats,6-5,321,5.28,25.5,20,103,7.96,4.71,Minnesota Vikings / 4th / 121st pick / 2016
138,2016,Peyton Barber\BarbPe01,RB,22,13,Auburn,College Stats,5-10,228,4.64,32.5,20,111,7.00,4.21,
139,2016,Demarcus Ayers\AyerDe00,WR,21,0,Houston,College Stats,5-9,182,4.72,33.0,,123,,,Pittsburgh Steelers / 7th / 229th pick / 2016
140,2016,Geronimo Allison\AlliGe01,WR,22,9,Illinois,College Stats,6-3,196,4.67,33.0,,127,7.40,4.28,
141,2016,Jack Allen\AlleJa03,C,23,,Michigan St.,College Stats,6-1,294,5.29,26.5,23,101,7.90,4.73,
142,2016,Brandon Allen\AlleBr00,QB,23,2,Arkansas,College Stats,6-1,217,4.84,28.0,,110,7.06,4.33,Jacksonville Jaguars / 6th / 201st pick / 2016
143,2016,Vadal Alexander\AlexVa00,OT,21,5,LSU,College Stats,6-5,326,5.57,24.0,25,95,8.04,4.90,Oakland Raiders / 7th / 234th pick / 2016
144,2016,Bralon Addison\AddiBr01,WR,22,0,Oregon,College Stats,5-9,197,4.66,34.5,13,116,6.95,4.14,
145,2016,Jerell Adams\AdamJe01,TE,23,2,South Carolina,College Stats,6-5,247,4.64,32.5,,117,7.05,4.31,New York Giants / 6th / 184th pick / 2016
146,2016,Stephen Anderson,TE,,,California,College Stats,6-2,230,4.59,38.0,16,119,,,
147,2016,Vernon Adams,QB,,,Oregon,College Stats,5-11,200,4.83,29.5,,114,6.82,4.20,
148,2016,Trevone Boykin,QB,,,TCU,College Stats,6-0,212,4.77,32.0,,110,,4.40,
149,2016,Ben Braunecker,TE,,,Harvard,,6-3,250,4.73,35.5,20,121,6.90,4.20,
150,2016,Joseph Cheek,OG,,,Texas A&M,College Stats,6-6,295,5.27,,20,,,,
151,2016,Marshaun Coprich,RB,,,Illinois St.,,5-8,207,4.47,34.0,17,112,7.26,4.58,
152,2016,Shadrach Thornton,RB,,,North Carolina St.,College Stats,6-0,217,4.75,31.0,12,116,6.85,4.21,
153,2016,David Grinnage,TE,,,North Carolina St.,College Stats,6-5,248,4.90,29.5,,106,,,
154,2016,Roger Lewis,WR,,,Bowling Green,College Stats,6-0,201,4.57,33.5,8,116,,,
155,2016,Johnny Holton,WR,,,Cincinnati,College Stats,6-1,190,4.54,31.5,8,123,,,
156,2016,Marquez North,WR,,,Tennessee,College Stats,6-2,223,4.48,35.0,17,123,6.90,4.13,
157,2016,Dominique Robertson,OT,,,West Georgia,,6-5,324,5.36,28.5,30,100,8.42,4.83,
158,2016,Josh Woodrum,QB,,,Liberty,,6-3,231,4.80,31.0,,116,6.74,4.31,
