Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
46,2020,Lucas Niang\NianLu00,OL,,,TCU,College Stats,6-6,315,,,,,,,
47,2020,Netane Muti\MutiNe00,OL,,,Fresno St.,College Stats,6-3,315,,,44,,,,
48,2020,Zack Moss\MossZa00,RB,,,Utah,College Stats,5-9,223,4.65,33.0,19,,,4.37,
49,2020,Thaddeus Moss\MossTh00,TE,,,LSU,College Stats,6-2,250,,,,,,,
50,2020,Darnell Mooney\MoonDa00,WR,,,Tulane,College Stats,5-10,176,4.38,37.0,9,124,,,
51,2020,Steven Montez\MontSt00,QB,,,Colorado,College Stats,6-4,231,4.68,33.0,,117,7.25,4.43,
52,2020,John Molchon\MolcJo00,OL,,,Boise St.,College Stats,6-5,309,5.13,34.0,26,109,7.85,4.73,
53,2020,Denzel Mims\MimsDe00,WR,,,Baylor,College Stats,6-3,207,4.38,38.5,16,131,6.66,4.43,
54,2020,Colton McKivitz\McKiCo00,OL,,,West Virginia,College Stats,6-6,306,5.35,26.0,20,106,7.87,5.00,
55,2020,Sean McKeon\McKeSe00,TE,,,Michigan,College Stats,6-5,242,,,18,,,,
56,2020,Anthony McFarland\McFaAn00,RB,,,Maryland,College Stats,5-8,208,4.44,29.5,,116,,,
57,2020,Cole McDonald\McDoCo00,QB,,,Hawaii,College Stats,6-3,215,4.58,36.0,,121,7.13,4.52,
58,2020,Austin Mack\MackAu00,WR,,,Ohio St.,College Stats,6-1,208,4.59,31.5,,117,,4.42,
59,2020,Jake Luton\LutoJa00,QB,,,Oregon St.,College Stats,6-6,224,,,,,,,
60,2020,Jordan Love\LoveJo03,QB,,,Utah St.,College Stats,6-4,224,4.74,35.5,,118,7.21,4.52,
61,2020,Kalija Lipscomb\LipsKa00,WR,,,Vanderbilt,College Stats,6-0,207,4.57,32.0,16,127,,,
62,2020,Damien Lewis\LewiDa05,OL,,,LSU,College Stats,6-2,327,5.24,30.0,27,108,,,
63,2020,Brian Lewerke\LeweBr00,QB,,,Michigan St.,College Stats,6-2,213,4.95,31.0,,113,7.14,4.40,
64,2020,Shane Lemieux\LemiSh00,OL,,,Oregon,College Stats,6-4,310,5.11,25.5,,107,8.13,4.90,
65,2020,Javon Leake\LeakJa00,RB,,,Maryland,College Stats,6-0,215,4.65,34.0,,125,,,
66,2020,CeeDee Lamb\LambCe00,WR,,,Oklahoma,College Stats,6-2,198,4.50,34.5,11,124,,,
67,2020,Cole Kmet\KmetCo00,TE,,,Notre Dame,College Stats,6-6,262,4.70,37.0,,123,7.44,4.41,
68,2020,Solomon Kindley\KindSo00,OL,,,Georgia,College Stats,6-3,337,,,,,,,
69,2020,Joshua Kelley\KellJo01,RB,,,UCLA,College Stats,5-11,212,4.49,31.0,23,121,6.95,4.28,
70,2020,Dalton Keene\KeenDa00,TE,,,Virginia Tech,College Stats,6-4,253,4.71,34.0,21,125,7.07,4.19,
71,2020,Tony Jones\JoneTo03,RB,,,Notre Dame,College Stats,5-10,220,4.68,32.5,13,119,7.18,4.21,
72,2020,Tyler Johnson\JohnTy00,WR,,,Minnesota,College Stats,6-1,206,,,,,,,
73,2020,Juwan Johnson\JohnJu01,WR,,,Oregon,College Stats,6-4,230,4.58,33.0,14,124,6.94,4.37,
74,2020,Collin Johnson\JohnCo01,WR,,,Texas,College Stats,6-6,222,,,17,,,,
75,2020,Jerry Jeudy\JeudJe00,WR,,,Alabama,College Stats,6-1,193,4.45,35.0,,120,,4.53,
76,2020,Jauan Jennings\JennJa00,WR,,,Tennessee,College Stats,6-3,215,4.72,29.0,,119,,,
77,2020,Van Jefferson\JeffVa00,WR,,,Florida,College Stats,6-1,200,,,,,,,
78,2020,Justin Jefferson\JeffJu00,WR,,,LSU,College Stats,6-1,202,4.43,37.5,,126,,,
79,2020,Trishton Jackson\JackTr01,WR,,,Syracuse,College Stats,6-1,197,4.50,36.0,,117,,,
80,2020,Jonah Jackson\JackJo03,OL,,,Ohio St.,College Stats,6-3,306,5.23,26.0,28,98,7.83,5.02,
81,2020,Austin Jackson\JackAu00,OL,,,USC,College Stats,6-5,322,5.07,31.0,27,115,7.95,,
82,2020,Cordel Iwuagwu\IwuaCo00,OL,,,TCU,College Stats,6-3,309,5.22,27.0,25,94,8.03,4.87,
83,2020,Keith Ismael\IsmaKe00,OL,,,San Diego St.,College Stats,6-3,309,5.34,32.0,,108,8.14,4.65,
84,2020,Jalen Hurts\HurtJa00,QB,,,Oklahoma,College Stats,6-1,222,4.59,35.0,,125,,,
85,2020,Robert Hunt\HuntRo01,OL,,,Louisiana-Lafayette,College Stats,6-5,323,,,,,,,
86,2020,Brycen Hopkins\HopkBr01,TE,,,Purdue,College Stats,6-4,245,4.66,33.5,21,116,7.25,4.28,
87,2020,Isaiah Hodgins\HodgIs00,WR,,,Oregon St.,College Stats,6-4,210,4.61,36.5,9,124,7.01,4.12,
88,2020,K.J. Hill\HillK.00,WR,,,Ohio St.,College Stats,6-0,196,4.60,32.5,17,114,,,
89,2020,John Hightower\HighJo00,WR,,,Boise St.,College Stats,6-1,189,4.43,38.5,,122,7.07,4.21,
90,2020,Tee Higgins\HiggTe00,WR,,,Clemson,College Stats,6-4,216,,,,,,,
91,2020,Justin Herron\HerrJu00,OL,,,Wake Forest,College Stats,6-4,308,5.26,33.0,27,105,8.41,4.88,
92,2020,Brian Herrien\HerrBr00,RB,,,Georgia,College Stats,5-11,209,4.62,38.5,18,126,7.12,4.40,
93,2020,Justin Herbert\HerbJu00,QB,,,Oregon,College Stats,6-6,236,4.68,35.5,,123,7.06,4.46,
94,2020,Matt Hennessy\HennMa00,OL,,,Temple,College Stats,6-4,307,5.18,30.0,23,110,7.45,4.60,
95,2020,Charlie Heck\HeckCh00,OL,,,North Carolina,College Stats,6-8,311,5.16,28.0,21,112,8.02,4.86,
96,2020,JaMycal Hasty\HastJa01,RB,,,Baylor,College Stats,5-8,205,4.55,39.0,15,123,,4.03,
97,2020,Nick Harris\HarrNi01,OL,,,Washington,College Stats,6-1,302,5.10,29.5,20,103,,,
98,2020,Jake Hanson\HansJa00,OL,,,Oregon,College Stats,6-4,303,5.50,,33,,,,
99,2020,KJ Hamler\HamlKJ00,WR,,,Penn St.,College Stats,5-9,178,,,15,,,,
100,2020,Stephen Guidry\GuidSt00,WR,,,Mississippi St.,College Stats,6-3,201,4.47,34.0,,125,7.31,4.46,
101,2020,Anthony Gordon\GordAn00,QB,,,Washington St.,College Stats,6-2,205,,,,,,,
102,2020,Antonio Gibson\GibsAn00,WR,,,Memphis,College Stats,6-0,228,4.39,35.0,16,118,,,
103,2020,Antonio Gandy-Golden\GandAn00,WR,,,Liberty,College Stats,6-4,223,4.60,36.0,22,127,7.33,4.55,
104,2020,Aaron Fuller\FullAa00,WR,,,Washington,College Stats,5-11,188,4.59,34.0,,118,7.14,,
105,2020,Jake Fromm\FromJa00,QB,,,Georgia,College Stats,6-2,219,5.01,30.0,,111,7.27,4.51,
106,2020,Chris Finke\FinkCh00,WR,,,Notre Dame,College Stats,5-9,186,4.57,40.0,7,,,,
107,2020,Darrynton Evans\EvanDa02,RB,,,Appalachian St.,College Stats,5-10,203,4.41,37.0,20,125,,,
108,2020,Clyde Edwards-Helaire\EdwaCl00,RB,,,LSU,College Stats,5-7,207,4.60,39.5,15,123,,,
109,2020,Bryan Edwards\EdwaBr01,WR,,,South Carolina,College Stats,6-3,212,,,,,,,
110,2020,Jacob Eason\EasoJa00,QB,,,Washington,College Stats,6-6,231,4.89,27.5,,110,7.50,4.75,
111,2020,Devin Duvernay\DuveDe00,WR,,,Texas,College Stats,5-10,200,4.39,35.5,,123,7.13,4.20,
112,2020,Yasir Durant\DuraYa00,OL,,,Missouri,College Stats,6-6,331,5.52,25.0,21,,,,
113,2020,Jack Driscoll\DrisJa00,OL,,,Auburn,College Stats,6-5,306,5.02,29.5,23,114,,,
114,2020,Rico Dowdle\DowdRi00,RB,,,South Carolina,College Stats,5-11,213,4.54,38.0,,127,,,
115,2020,J.K. Dobbins\DobbJ.00,RB,,,Ohio St.,College Stats,5-9,209,,,23,,,,
116,2020,AJ Dillon\DillAJ00,RB,,,Boston College,College Stats,6-0,247,4.53,41.0,23,131,7.19,,
117,2020,Josiah Deguara\DeguJo00,TE,,,Cincinnati,College Stats,6-2,242,4.72,35.5,25,115,7.15,4.35,
118,2020,Quartney Davis\DaviQu02,WR,,,Texas A&M,College Stats,6-1,201,4.54,35.5,,,,,
119,2020,Gabriel Davis\DaviGa01,WR,,,UCF,College Stats,6-2,216,4.54,35.0,14,124,7.08,4.59,
120,2020,DeeJay Dallas\DallDe00,RB,,,Miami,College Stats,5-10,217,4.58,33.5,,119,7.18,4.32,
121,2020,Trystan Colon-Castillo\ColoTr00,OL,,,Missouri,College Stats,6-3,313,,,11,,,,
122,2020,Tyrie Cleveland\ClevTy00,WR,,,Florida,College Stats,6-2,209,4.46,39.5,13,126,,,
123,2020,Ezra Cleveland\ClevEz00,OL,,,Boise St.,College Stats,6-6,311,4.93,30.0,30,111,7.26,4.46,
124,2020,Chase Claypool\ClayCh01,WR,,,Notre Dame,College Stats,6-4,238,4.42,40.5,19,126,,,
125,2020,Cameron Clark\ClarCa00,OL,,,Charlotte,College Stats,6-4,308,5.29,25.0,26,101,,,
126,2020,Saahdiq Charles\CharSa00,OL,,,LSU,College Stats,6-4,321,5.05,,,,,,
127,2020,Quintez Cephus\CephQu00,WR,,,Wisconsin,College Stats,6-1,202,4.73,38.5,23,124,7.20,4.33,
128,2020,Marquez Callaway\CallMa00,WR,,,Tennessee,College Stats,6-1,205,4.55,38.0,,126,,,
129,2020,Raymond Calais\CalaRa00,RB,,,Louisiana-Lafayette,College Stats,5-8,188,4.42,37.5,20,120,,,
130,2020,Lawrence Cager\CageLa00,WR,,,Georgia,College Stats,6-5,220,,,,,,,
131,2020,Cohl Cabral\CabrCo00,OL,,,Arizona State,College Stats,6-5,300,,,20,,,,
132,2020,Joe Burrow\BurrJo01,QB,,,LSU,College Stats,6-3,221,,,,,,,
133,2020,Kelly Bryant\BryaKe01,QB,,,Missouri,College Stats,6-3,229,4.69,35.0,,125,7.33,4.51,
134,2020,Hunter Bryant\BryaHu01,TE,,,Washington,College Stats,6-2,248,4.74,32.5,23,115,7.08,4.46,
135,2020,Harrison Bryant\BryaHa00,TE,,,Florida Atlantic,College Stats,6-5,243,4.73,32.5,13,110,7.41,4.37,
136,2020,Tony Brown\BrowTo02,WR,,,Colorado,College Stats,6-1,198,4.65,33.5,14,119,7.21,4.27,
137,2020,Jacob Breeland\BreeJa00,TE,,,Oregon,College Stats,6-5,252,,,,,,,
138,2020,Ben Bredeson\BredBe00,OL,,,Michigan,College Stats,6-5,315,,,,,,,
139,2020,Lynn Bowden\BowdLy00,WR,,,Kentucky,College Stats,5-11,204,,,13,,,,
140,2020,Tyler Biadasz\BiadTy00,OL,,,Wisconsin,College Stats,6-4,314,,,,,,,
141,2020,Eno Benjamin\BenjEn00,RB,,,Arizona State,College Stats,5-9,207,4.57,39.0,12,122,6.97,4.25,
142,2020,LeVante Bellamy\BellLe01,RB,,,Western Michigan,College Stats,5-9,192,4.50,39.5,16,125,,,
143,2020,Mekhi Becton\BectMe00,OL,,,Louisville,College Stats,6-7,364,5.10,,23,,,,
144,2020,Omar Bayless\BaylOm00,WR,,,Arkansas State,College Stats,6-1,212,4.62,36.0,11,123,7.35,4.50,
145,2020,Devin Asiasi\AsiaDe00,TE,,,UCLA,College Stats,6-3,257,4.73,30.5,16,115,,,
146,2020,Tremayne Anchrum\AnchTr00,OL,,,Clemson,College Stats,6-2,314,5.21,24.5,26,104,,,
147,2020,Cam Akers\AkerCa00,RB,,,Florida St.,College Stats,5-10,217,4.47,35.5,20,122,,4.42,
148,2020,Brandon Aiyuk\AiyuBr00,WR,,,Arizona State,College Stats,6-0,205,4.50,40.0,11,128,,,
149,2020,Salvon Ahmed\AhmeSa00,RB,,,Washington,College Stats,5-11,197,4.62,34.5,,120,,,
150,2020,Hakeem Adeniji\AdenHa00,OL,,,Kansas,College Stats,6-4,302,5.17,34.0,26,115,,,
151,2020,Trey Adams\AdamTr00,OL,,,Washington,College Stats,6-8,318,5.60,24.5,,92,,,
152,2020,Dom Wood-Anderson,TE,,,Tennessee,College Stats,6-4,261,4.92,35.0,,119,,,
153,2020,Quez Watkins,WR,,,Southern Miss,College Stats,6-0,185,4.35,36.5,,125,7.28,4.36,
154,2020,Mike Warren,RB,,,Cincinnati,College Stats,5-9,226,,,16,,,,
155,2020,Prince Tega Wanogho,OL,,,Auburn,College Stats,6-5,308,,,,,,,
156,2020,Ben Victor,WR,,,Ohio St.,College Stats,6-4,198,4.60,35.0,9,128,7.10,,
157,2020,Adam Trautman,TE,,,Dayton,,6-5,255,4.80,34.5,18,114,6.78,4.27,
158,2020,Alex Taylor,OL,,,South Carolina St.,,6-8,308,5.09,25.0,21,116,7.77,4.79,
159,2020,Charlie Taumoepeau,TE,,,Portland St.,,6-2,240,4.75,36.5,18,121,7.00,4.27,
160,2020,Nate Stanley,QB,,,Iowa,College Stats,6-4,235,4.81,28.5,,108,7.26,4.48,
161,2020,James Robinson,RB,,,Illinois St.,,5-9,219,4.64,40.0,24,125,7.03,4.19,
162,2020,La'Mical Perine,RB,,,Florida,College Stats,5-11,216,4.62,35.0,22,118,7.13,4.31,
163,2020,Aaron Parker,WR,,,Rhode Island,,6-2,209,4.57,26.5,12,112,6.94,4.23,
164,2020,Mike Onwenu,OL,,,Michigan,,6-3,344,,,26,,,,
165,2020,C.J. O'Grady,TE,,,Arkansas,College Stats,6-4,253,4.81,34.0,16,119,7.30,4.34,
166,2020,Kyle Murphy,OL,,,Rhode Island,,6-3,316,5.30,28.0,19,104,7.81,4.68,
167,2020,James Morgan,QB,,,Florida International,College Stats,6-4,229,4.89,29.0,,112,7.51,4.64,
168,2020,Benny LeMay,RB,,,Charlotte,College Stats,5-8,221,4.75,28.5,24,112,,,
169,2020,Joshua Jones,OL,,,Houston,College Stats,6-5,319,5.27,28.5,24,109,,,
170,2020,Kevin Davidson,QB,,,Princeton,,6-4,224,5.00,28.0,,109,7.13,4.37,
171,2020,Lloyd Cushenberry,OL,,,LSU,College Stats,6-3,312,5.27,,25,,,,
172,2020,Isaiah Coulter,WR,,,Rhode Island,,6-2,198,4.45,36.0,,121,7.28,4.62,
173,2020,Ben Bartch,OL,,,St. Johns (MN),,6-6,309,,,,,,,
174,2020,Jet Anderson,RB,,,TCU,College Stats,5-10,208,4.61,36.0,19,128,,4.19,
