Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
29,2018,Dalton Schultz\SchuDa00,TE,21,1,Stanford,College Stats,6-5,244,4.75,32.0,15,120,7.00,4.40,Dallas Cowboys / 4th / 137th pick / 2018
30,2018,Bo Scarbrough\ScarBo01,RB,21,2,Alabama,College Stats,6-1,228,4.52,40.0,14,129,,4.34,Dallas Cowboys / 7th / 236th pick / 2018
31,2018,Jaylen Samuels\SamuJa00,TE,21,6,North Carolina St.,College Stats,5-11,225,4.54,34.5,18,121,6.93,4.28,Pittsburgh Steelers / 5th / 165th pick / 2018
32,2018,Mason Rudolph\RudoMa00,QB,22,3,Oklahoma St.,College Stats,6-5,235,4.90,26.0,,,,,Pittsburgh Steelers / 3rd / 76th pick / 2018
33,2018,Josh Rosen\RoseJo01,QB,21,3,UCLA,College Stats,6-4,226,4.92,31.0,,111,7.09,4.28,Arizona Cardinals / 1st / 10th pick / 2018
34,2018,Korey Robertson\RobeKo00,WR,,,Southern Miss,College Stats,6-1,212,4.56,34.0,13,123,,,
35,2018,Calvin Ridley\RidlCa00,WR,23,14,Alabama,College Stats,6-0,189,4.43,31.0,15,110,6.88,4.41,Atlanta Falcons / 1st / 26th pick / 2018
36,2018,Will Richardson\RichWi01,OT,22,2,North Carolina St.,College Stats,6-6,306,5.26,31.5,,108,7.80,4.83,Jacksonville Jaguars / 4th / 129th pick / 2018
37,2018,Martinas Rankin\RankMa00,OL,23,6,Mississippi St.,College Stats,6-4,308,,,24,,,,Houston Texans / 3rd / 80th pick / 2018
38,2018,Frank Ragnow\RagnFr00,C,21,13,Arkansas,College Stats,6-5,312,,,26,,,,Detroit Lions / 1st / 20th pick / 2018
39,2018,Trey Quinn\QuinTr00,WR,22,2,SMU,College Stats,5-11,203,4.55,33.5,17,116,6.91,4.19,Washington Redskins / 7th / 256th pick / 2018
40,2018,Scott Quessenberry\QuesSc00,C,22,6,UCLA,College Stats,6-4,310,5.09,33.5,25,111,7.50,4.69,Los Angeles Chargers / 5th / 155th pick / 2018
41,2018,Byron Pringle\PrinBy00,WR,24,2,Kansas St.,College Stats,6-1,203,4.46,33.5,15,120,6.87,4.40,
42,2018,Billy Price\PricBi01,C,23,9,Ohio St.,College Stats,6-4,305,,,,,,,Cincinnati Bengals / 1st / 21st pick / 2018
43,2018,Cam Phillips\PhilCa01,WR,22,0,Virginia Tech,College Stats,6-0,201,,,,,,,
44,2018,Dante Pettis\PettDa00,WR,22,4,Washington,College Stats,6-0,186,,,,,,,San Francisco 49ers / 2nd / 44th pick / 2018
45,2018,Rashaad Penny\PennRa00,RB,22,7,San Diego St.,College Stats,5-11,220,4.46,32.5,13,120,,,Seattle Seahawks / 1st / 27th pick / 2018
46,2018,Brandon Parker\ParkBr01,OT,22,7,North Carolina A&T,,6-8,305,5.40,28.5,,113,7.82,4.68,Oakland Raiders / 3rd / 65th pick / 2018
47,2018,Brian O'neill\ONeiBr00,OT,22,15,Pittsburgh,College Stats,6-7,297,4.82,29.5,22,107,7.14,4.50,Minnesota Vikings / 2nd / 62nd pick / 2018
48,2018,Chukwuma Okorafor\OkorCh00,OT,20,2,West. Michigan,College Stats,6-6,320,5.31,23.5,19,102,7.87,4.80,Pittsburgh Steelers / 3rd / 92nd pick / 2018
49,2018,Joseph Noteboom\NoteJo00,OT,22,5,TCU,College Stats,6-5,309,4.96,24.0,27,102,7.65,4.44,Los Angeles Rams / 3rd / 89th pick / 2018
50,2018,Quenton Nelson\NelsQu00,OG,21,28,Notre Dame,College Stats,6-5,325,,26.5,35,105,7.65,4.62,Indianapolis Colts / 1st / 6th pick / 2018
51,2018,D.J. Moore\MoorD.00,WR,20,16,Maryland,College Stats,6-0,210,4.42,39.5,15,132,6.95,4.07,Carolina Panthers / 1st / 24th pick / 2018
52,2018,Kolton Miller\MillKo00,OT,22,15,UCLA,College Stats,6-9,309,4.95,31.5,24,121,7.34,4.49,Oakland Raiders / 1st / 15th pick / 2018
53,2018,Anthony Miller\MillAn02,WR,23,9,Memphis,College Stats,5-11,201,,,22,,,,Chicago Bears / 2nd / 51st pick / 2018
54,2018,Sony Michel\MichSo00,RB,23,12,Georgia,College Stats,5-11,214,4.54,,22,,,4.21,New England Patriots / 1st / 31st pick / 2018
55,2018,Mike McGlinchey\McGlMi00,OT,23,16,Notre Dame,College Stats,6-8,309,,28.5,24,105,,,San Francisco 49ers / 1st / 9th pick / 2018
56,2018,Kc McDermott\McDeKC00,OG,,,Miami (FL),College Stats,6-6,311,5.35,23.5,26,97,7.72,4.82,
57,2018,Ray-ray McCloud\McClRa00,WR,21,0,Clemson,College Stats,5-9,190,4.53,34.5,13,113,,,Buffalo Bills / 6th / 187th pick / 2018
58,2018,Baker Mayfield\MayfBa00,QB,22,21,Oklahoma,College Stats,6-1,215,4.84,29.0,,111,7.00,4.28,Cleveland Browns / 1st / 1st pick / 2018
59,2018,Cole Madison\MadiCo01,OL,23,,Washington St.,College Stats,6-5,308,5.33,28.5,26,97,7.86,4.88,Green Bay Packers / 5th / 138th pick / 2018
60,2018,Chase Litton\LittCh00,QB,,,Marshall,College Stats,6-5,230,4.90,29.5,,106,7.49,4.53,
61,2018,Rick Leonard\LeonRi00,OT,21,,Florida St.,College Stats,6-7,311,,,19,,,,New Orleans Saints / 4th / 127th pick / 2018
62,2018,Tanner Lee\LeexTa00,QB,23,,Nebraska,College Stats,6-4,218,4.98,32.0,,115,7.00,4.41,Jacksonville Jaguars / 6th / 203rd pick / 2018
63,2018,Allen Lazard\LazaAl00,WR,22,4,Iowa St.,College Stats,6-5,227,4.55,38.0,17,122,,,
64,2018,Kyle Lauletta\LaulKy00,QB,22,0,Richmond,,6-3,222,4.81,31.0,,113,6.95,4.07,New York Giants / 4th / 108th pick / 2018
65,2018,Jordan Lasley\LaslJo00,WR,21,,UCLA,College Stats,6-1,203,4.50,34.5,8,112,,4.19,Baltimore Ravens / 5th / 162nd pick / 2018
66,2018,Christian Kirk\KirkCh01,WR,21,11,Texas A&M,College Stats,5-10,201,4.47,35.5,20,115,7.09,4.45,Arizona Cardinals / 2nd / 47th pick / 2018
67,2018,John Kelly\KellJo00,RB,21,1,Tennessee,College Stats,5-10,216,,35.0,15,120,7.13,4.51,Los Angeles Rams / 6th / 176th pick / 2018
68,2018,Sam Jones\JoneSa00,OG,22,0,Arizona St.,College Stats,6-5,305,5.32,27.0,28,101,7.92,4.86,Denver Broncos / 6th / 183rd pick / 2018
69,2018,Jamarco Jones\JoneJa08,OT,21,3,Ohio St.,College Stats,6-4,299,5.50,24.0,,102,8.32,4.99,Seattle Seahawks / 5th / 168th pick / 2018
70,2018,Kerryon Johnson\JohnKe06,RB,20,8,Auburn,College Stats,5-11,213,,40.0,11,126,7.07,4.29,Detroit Lions / 2nd / 43rd pick / 2018
71,2018,Lamar Jackson\JackLa00,QB,21,33,Louisville,College Stats,6-2,216,,,,,,,Baltimore Ravens / 1st / 32nd pick / 2018
72,2018,Justin Jackson\JackJu01,RB,22,4,Northwestern,College Stats,6-0,199,4.52,38.5,13,122,6.81,4.07,Los Angeles Chargers / 7th / 251st pick / 2018
73,2018,Ryan Izzo\IzzoRy00,TE,22,1,Florida St.,College Stats,6-5,256,4.94,33.0,18,110,7.15,4.43,New England Patriots / 7th / 250th pick / 2018
74,2018,Hayden Hurst\HursHa00,TE,24,6,South Carolina,College Stats,6-4,250,4.67,31.5,,120,7.19,4.37,Baltimore Ravens / 1st / 25th pick / 2018
75,2018,Nyheim Hines\HineNy00,RB,21,12,North Carolina St.,College Stats,5-8,198,4.38,35.5,,119,7.18,4.35,Indianapolis Colts / 4th / 104th pick / 2018
76,2018,Will Hernandez\HernWi00,OG,22,14,Texas-El Paso,College Stats,6-2,327,5.15,24.0,37,104,7.59,4.70,New York Giants / 2nd / 34th pick / 2018
77,2018,Quadree Henderson\HendQu00,WR,21,0,Pittsburgh,College Stats,5-8,192,4.50,32.5,12,120,6.89,4.28,
78,2018,Taylor Hearn\HearTa00,OG,22,0,Clemson,College Stats,6-4,320,5.45,24.0,18,96,7.84,4.80,
79,2018,Daesean Hamilton\HamiDa01,WR,22,4,Penn St.,College Stats,6-1,203,,34.5,,118,6.84,4.15,Denver Broncos / 4th / 113th pick / 2018
80,2018,Derrius Guice\GuicDe00,RB,20,2,LSU,College Stats,5-10,224,4.49,31.5,15,,,,Washington Redskins / 2nd / 59th pick / 2018
81,2018,Colby Gossett\GossCo00,OG,22,1,Appalachian St.,College Stats,6-5,311,5.20,25.0,32,103,7.60,4.83,Minnesota Vikings / 6th / 213th pick / 2018
82,2018,Dallas Goedert\GoedDa00,TE,23,8,South Dakota St.,,6-5,256,,,23,,,,Philadelphia Eagles / 2nd / 49th pick / 2018
83,2018,Mike Gesicki\GesiMi00,TE,22,6,Penn St.,College Stats,6-5,247,4.54,41.5,22,129,6.76,4.10,Miami Dolphins / 2nd / 42nd pick / 2018
84,2018,Nick Gates\GateNi00,OT,22,2,Nebraska,College Stats,6-5,307,5.46,24.0,20,94,7.61,4.68,
85,2018,Michael Gallup\GallMi00,WR,21,13,Colorado St.,College Stats,6-1,205,4.51,36.0,10,122,6.95,4.37,Dallas Cowboys / 3rd / 81st pick / 2018
86,2018,Troy Fumagalli\FumaTr00,TE,23,0,Wisconsin,College Stats,6-5,247,,,14,,,,Denver Broncos / 5th / 156th pick / 2018
87,2018,Royce Freeman\FreeRo00,RB,22,8,Oregon,College Stats,5-11,229,4.54,34.0,17,118,6.90,4.16,Denver Broncos / 3rd / 71st pick / 2018
88,2018,Jarvion Franklin\FranJa02,RB,,,West. Michigan,College Stats,5-11,239,4.63,30.0,18,109,6.93,4.31,
89,2018,Dimitri Flowers\FlowDi00,RB,22,,Oklahoma,College Stats,6-2,248,4.83,30.5,17,109,7.45,4.53,
90,2018,Riley Ferguson\FergRi00,QB,23,,Memphis,College Stats,6-3,212,4.98,29.0,,110,6.96,4.40,
91,2018,Luke Falk\FalkLu00,QB,23,1,Washington St.,College Stats,6-4,215,,26.5,,103,,,Tennessee Titans / 6th / 199th pick / 2018
92,2018,Danny Etling\EtliDa00,QB,23,,LSU,College Stats,6-2,222,4.76,30.5,,114,7.09,4.37,New England Patriots / 7th / 219th pick / 2018
93,2018,Chase Edmonds\EdmoCh00,RB,21,5,Fordham,,5-9,205,4.55,34.0,19,122,6.79,4.07,Arizona Cardinals / 4th / 134th pick / 2018
94,2018,Will Dissly\DissWi00,TE,21,4,Washington,College Stats,6-4,262,4.87,28.0,15,111,7.07,4.40,Seattle Seahawks / 4th / 120th pick / 2018
95,2018,Jamil Demby\DembJa00,OG,21,1,Maine,,6-4,319,5.58,23.5,17,98,7.86,4.95,Los Angeles Rams / 6th / 192nd pick / 2018
96,2018,Sam Darnold\DarnSa00,QB,20,13,USC,College Stats,6-3,221,4.85,26.5,,105,6.96,4.40,New York Jets / 1st / 3rd pick / 2018
97,2018,James Daniels\DaniJa01,C,20,11,Iowa,College Stats,6-3,306,,30.5,21,108,7.29,4.40,Chicago Bears / 2nd / 39th pick / 2018
98,2018,Tyrell Crosby\CrosTy00,OT,22,5,Oregon,College Stats,6-5,309,5.23,30.0,17,105,7.89,4.77,Detroit Lions / 5th / 153rd pick / 2018
99,2018,Keke Coutee\CoutKe00,WR,21,5,Texas Tech,College Stats,5-10,181,4.43,34.5,14,113,6.93,4.15,Houston Texans / 4th / 103rd pick / 2018
100,2018,Austin Corbett\CorbAu00,OG,22,4,Nevada,College Stats,6-4,306,5.15,28.0,19,106,7.87,4.50,Cleveland Browns / 2nd / 33rd pick / 2018
101,2018,Tyler Conklin\ConkTy00,TE,22,2,Central Michigan,College Stats,6-3,254,4.80,38.0,18,120,7.13,4.23,Minnesota Vikings / 5th / 157th pick / 2018
102,2018,Mason Cole\ColeMa02,C,21,6,Michigan,College Stats,6-4,307,5.23,23.5,23,104,7.77,4.78,Arizona Cardinals / 3rd / 97th pick / 2018
103,2018,Simmie Cobbs\CobbSi00,WR,22,,Indiana,College Stats,6-3,220,4.64,30.0,11,113,6.70,4.32,
104,2018,Will Clapp\ClapWi00,C,22,3,LSU,College Stats,6-4,311,5.39,29.0,25,97,8.04,4.92,New Orleans Saints / 7th / 245th pick / 2018
105,2018,Nick Chubb\ChubNi00,RB,22,18,Georgia,College Stats,5-11,227,4.52,38.5,29,128,7.09,4.25,Cleveland Browns / 2nd / 35th pick / 2018
106,2018,Geron Christian\ChriGe01,OT,21,2,Louisville,College Stats,6-5,298,5.33,,19,,,,Washington Redskins / 3rd / 74th pick / 2018
107,2018,Alex Cappa\CappAl00,OT,23,6,Humboldt St.,,6-6,305,5.39,26.5,24,97,8.04,4.84,Tampa Bay Buccaneers / 3rd / 94th pick / 2018
108,2018,Dylan Cantrell\CantDy00,WR,23,,Texas Tech,College Stats,6-3,226,4.59,38.5,18,130,6.56,4.03,Los Angeles Chargers / 6th / 191st pick / 2018
109,2018,Antonio Callaway\CallAn00,WR,21,5,Florida,College Stats,5-11,200,4.41,34.0,,121,,,Cleveland Browns / 4th / 105th pick / 2018
110,2018,Deon Cain\CainDe00,WR,21,1,Clemson,College Stats,6-2,202,4.43,33.5,11,115,6.71,4.37,Indianapolis Colts / 6th / 185th pick / 2018
111,2018,Deontay Burnett\BurnDe00,WR,20,1,USC,College Stats,6-0,186,,,,,,,
112,2018,Orlando Brown\BrowOr00,OT,21,20,Oklahoma,College Stats,6-8,345,5.85,19.5,14,82,7.87,5.38,Baltimore Ravens / 3rd / 83rd pick / 2018
113,2018,David Bright\BrigDa00,OT,,,Stanford,College Stats,6-5,307,,,,,,,
114,2018,Braxton Berrios\BerrBr00,WR,22,1,Miami (FL),College Stats,5-9,184,,,11,,,,New England Patriots / 6th / 210th pick / 2018
115,2018,Kurt Benkert\BenkKu01,QB,22,,Virginia,College Stats,6-3,218,4.95,31.0,16,112,7.15,4.33,
116,2018,Nick Bawden\BawdNi00,FB,21,0,San Diego St.,College Stats,6-2,245,,,,,,,Detroit Lions / 7th / 237th pick / 2018
117,2018,Marcus Baugh\BaugMa01,TE,23,,Ohio St.,College Stats,6-3,247,4.81,33.0,,117,7.28,4.51,
118,2018,J.T. Barrett\BarrJ.00,QB,23,,Ohio St.,College Stats,6-1,224,4.70,30.0,,108,7.38,4.44,
119,2018,Saquon Barkley\BarkSa00,RB,21,23,Penn St.,College Stats,6-0,233,4.40,41.0,29,,,4.24,New York Giants / 1st / 2nd pick / 2018
120,2018,Kalen Ballage\BallKa00,RB,22,3,Arizona St.,College Stats,6-1,228,4.46,33.5,15,122,6.91,4.35,Miami Dolphins / 4th / 131st pick / 2018
121,2018,Marcell Ateman\AtemMa00,WR,23,2,Oklahoma St.,College Stats,6-4,216,4.62,34.0,13,121,7.07,4.25,Oakland Raiders / 7th / 228th pick / 2018
122,2018,Mark Andrews\AndrMa00,TE,21,17,Oklahoma,College Stats,6-5,256,4.67,31.0,17,113,7.34,4.38,Baltimore Ravens / 3rd / 86th pick / 2018
123,2018,Josh Allen\AlleJo02,QB,21,17,Wyoming,College Stats,6-5,237,4.75,33.5,,119,6.90,4.40,Buffalo Bills / 1st / 7th pick / 2018
124,2018,Brian Allen\AlleBr02,C,22,5,Michigan St.,College Stats,6-1,298,5.34,26.5,27,99,7.81,4.71,Los Angeles Rams / 4th / 111th pick / 2018
125,2018,Jordan Akins\AkinJo00,TE,25,6,Central Florida,College Stats,6-3,249,,,,,,,Houston Texans / 3rd / 98th pick / 2018
126,2018,Josh Adams\AdamJo03,RB,21,3,Notre Dame,College Stats,6-2,213,,,18,,,,
127,2018,Jeff Wilson,RB,,,North Texas,,5-11,210,,,15,,,,
128,2018,Jake Wieneke,WR,,,South Dakota St.,,6-4,221,4.67,34.0,9,114,7.24,4.37,
129,2018,Karaun White,WR,,,West Virginia,,6-1,206,4.52,33.5,24,118,7.16,4.57,
130,2018,David Wells,TE,,,San Diego St.,College Stats,6-6,256,4.75,33.0,20,116,7.50,4.59,
131,2018,Chris Warren,RB,,,Texas,,6-2,247,4.69,33.0,25,121,6.98,4.18,
132,2018,Brett Toth,OT,,,Army,College Stats,6-6,291,,,,,,,
133,2018,Roc Thomas,RB,,,Jacksonville St.,,5-10,198,4.56,35.5,16,125,,,
134,2018,Trequan Smith,WR,,,Central Florida,,6-2,203,4.49,37.5,12,130,6.97,4.50,
135,2018,Nic Shimonek,QB,,,Texas Tech,College Stats,6-3,220,4.88,28.5,,101,7.28,4.32,
136,2018,Demario Richard,RB,,,Arizona State,,5-9,218,4.70,29.5,12,115,,,
137,2018,Skyler Phillips,OG,,,Idaho St.,,6-3,318,5.10,29.0,,104,7.95,4.69,
138,2018,Kamryn Pettway,RB,,,Auburn,College Stats,6-0,233,4.74,33.5,22,116,,,
139,2018,Timon Parris,OT,,,Stony Brook,,6-6,312,,,27,,,,
140,2018,Ryan Nall,RB,,,Oregon St.,College Stats,6-2,232,4.58,33.0,15,122,6.95,4.16,
141,2018,Jmon Moore,WR,,,Missouri,,6-3,207,4.60,38.0,21,120,6.56,4.04,
142,2018,Steven Mitchell,WR,,,USC,College Stats,5-10,189,4.56,32.5,13,121,6.75,4.40,
143,2018,Tavares Martin,WR,,,Washington St.,,6-1,177,4.80,31.5,,,,,
144,2018,K.J. Malone,OG,,,LSU,College Stats,6-4,303,5.34,29.5,15,103,,,
145,2018,Chris Lacy,WR,,,Oklahoma St.,College Stats,6-3,205,4.51,33.5,11,120,,,
146,2018,Jaryd Jones-Smith,OT,,,Pittsburgh,College Stats,6-6,317,5.22,27.0,16,109,8.10,4.94,
147,2018,Ronald Jones,RB,,,USC,College Stats,5-11,205,4.65,36.5,,,,,
148,2018,Richie James,WR,,,Middle Tennessee St.,,5-10,183,4.48,35.5,6,122,6.87,4.16,
149,2018,Kyle Hicks,RB,,,TCU,College Stats,5-10,204,4.63,36.5,13,122,,,
150,2018,Chris Herndon,TE,,,Miami (FL),,6-4,253,,,21,,,,
151,2018,Desmond Harrison,OT,,,West Georgia,,6-6,292,4.90,,,,,,
152,2018,Davon Grayson,WR,,,East Carolina,College Stats,6-1,199,4.51,34.5,19,124,,,
153,2018,Robert Foster,WR,,,Alabama,College Stats,6-2,196,4.41,31.0,,116,6.90,4.20,
154,2018,Quinton Flowers,QB,,,South Florida,College Stats,5-10,214,4.63,,,112,6.81,4.57,
155,2018,Donnie Ernsberger,RB,,,Western Michigan,,6-3,241,4.78,31.0,15,114,7.09,4.34,
156,2018,Justin Crawford,RB,,,West Virginia,College Stats,5-11,199,4.64,33.5,11,122,,,
157,2018,Lavon Coleman,RB,,,Washington,College Stats,5-11,215,4.65,33.0,23,120,,,
158,2018,D.J. Chark,WR,,,LSU,College Stats,6-3,199,4.34,40.0,16,129,,,
159,2018,Darren Carrington II,WR,,,Utah,,6-2,199,,36.0,,120,,,
160,2018,Austin Allen,QB,,,Arkansas,College Stats,6-0,210,4.81,29.5,,112,7.18,4.48,
