Rk,Year,Player,Pos,Age,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
45,2020,Michael Ojemudia\OjemMi00,CB,,,Iowa,College Stats,6-1,200,4.45,36.0,,122,6.87,4.21,
46,2020,Tanner Muse\MuseTa00,S,,,Clemson,College Stats,6-2,227,4.41,34.5,20,124,,,
47,2020,Kenneth Murray\MurrKe00,LB,,,Oklahoma,College Stats,6-2,241,4.52,38.0,21,129,,,
48,2020,Larrell Murchison\MurcLa00,DL,,,North Carolina St.,College Stats,6-2,297,5.05,29.0,29,118,7.89,4.51,
49,2020,Chris Miller\MillCh05,S,,,Baylor,College Stats,5-11,190,4.61,35.5,12,133,7.09,4.12,
50,2020,Josh Metellus\MeteJo00,S,,,Michigan,College Stats,5-11,209,4.55,36.5,20,124,6.94,4.40,
51,2020,Xavier McKinney\McKiXa00,S,,,Alabama,College Stats,6-0,201,4.63,36.0,19,122,,,
52,2020,Kamal Martin\MartKa01,LB,,,Minnesota,College Stats,6-3,240,,,,,,,
53,2020,Justin Madubuike\MaduJu00,DL,,,Texas A&M,College Stats,6-3,293,4.83,,31,,7.37,,
54,2020,Jordan Mack\MackJo01,LB,,,Virginia,College Stats,6-3,241,,,,,,,
55,2020,James Lynch\LyncJa00,DL,,,Baylor,College Stats,6-4,289,5.01,29.0,23,111,7.39,4.39,
56,2020,Terrell Lewis\LewiTe00,LB,,,Alabama,College Stats,6-5,262,,37.0,,124,,,
57,2020,Javon Kinlaw\KinlJa00,DL,,,South Carolina,College Stats,6-5,324,,,,,,,
58,2020,Khalid Kareem\KareKh00,DL,,,Notre Dame,College Stats,6-4,268,,,,,,,
59,2020,Azur Kamara\KamaAz00,LB,,,Kansas,College Stats,6-3,245,4.59,28.0,13,121,7.20,4.46,
60,2020,Brandon Jones\JoneBr06,S,,,Texas,College Stats,5-11,198,,,,,,,
61,2020,Benito Jones\JoneBe02,DL,,,Mississippi,College Stats,6-1,316,5.26,26.5,,,8.21,5.27,
62,2020,Jaylon Johnson\JohnJa13,CB,,,Utah,College Stats,6-0,193,4.50,36.5,15,124,7.01,4.13,
63,2020,Clay Johnston\JohnCl00,LB,,,Baylor,College Stats,6-1,227,,,18,,,,
64,2020,Anfernee Jennings\JennAn00,LB,,,Alabama,College Stats,6-2,256,,,,,,,
65,2020,Lamar Jackson\JackLa01,CB,,,Nebraska,College Stats,6-2,208,4.58,36.5,10,122,,,
66,2020,Dane Jackson\JackDa02,CB,,,Pittsburgh,College Stats,6-0,187,4.57,35.0,,122,7.07,4.27,
67,2020,Noah Igbinoghene\IgbiNo00,CB,,,Auburn,College Stats,5-10,198,4.48,37.0,15,128,,,
68,2020,Khaleke Hudson\HudsKh00,LB,,,Michigan,College Stats,5-11,224,4.56,33.0,30,120,,,
69,2020,Darnay Holmes\HolmDa01,CB,,,UCLA,College Stats,5-10,195,4.48,,12,,,,
70,2020,Trevon Hill\HillTr02,DL,,,Miami,College Stats,6-3,248,4.89,28.0,,113,,,
71,2020,Lavert Hill\HillLa00,CB,,,Michigan,College Stats,5-10,190,,,21,,,,
72,2020,Alex Highsmith\HighAl02,DL,,,Charlotte,College Stats,6-3,248,4.70,33.0,,125,7.32,4.31,
73,2020,C.J. Henderson\HendC.00,CB,,,Florida,College Stats,6-1,204,4.39,37.5,20,127,,,
74,2020,Jaylinn Hawkins\HawkJa00,S,,,California,College Stats,6-1,208,,35.5,,117,,,
75,2020,Malik Harrison\HarrMa06,LB,,,Ohio St.,College Stats,6-3,247,4.66,36.0,,122,6.83,4.32,
76,2020,Harrison Hand\HandHa00,CB,,,Temple,College Stats,5-11,197,4.52,41.0,14,133,7.15,4.27,
77,2020,LaDarius Hamilton\HamiLa00,DL,,,North Texas,College Stats,6-2,262,4.89,30.0,27,114,7.66,4.49,
78,2020,DaVon Hamilton\HamiDa02,DL,,,Ohio St.,College Stats,6-4,320,5.14,29.5,33,102,7.72,,
79,2020,Bryce Hall\HallBr02,CB,,,Virginia,College Stats,6-1,202,,,11,,,,
80,2020,Javelin Guidry\GuidJa00,CB,,,Utah,College Stats,5-9,191,4.29,,21,,,,
81,2020,Yetur Gross-Matos\GrosYe00,DL,,,Penn St.,College Stats,6-5,266,,34.0,20,120,,,
82,2020,Jonathan Greenard\GreeJo04,DL,,,Florida,College Stats,6-3,263,4.87,30.5,22,113,7.13,4.34,
83,2020,A.J. Green\GreeA.01,CB,,,Oklahoma St.,College Stats,6-1,202,4.62,,13,,,,
84,2020,Jeff Gladney\GladJe00,CB,,,TCU,College Stats,5-10,191,4.48,37.5,17,124,7.26,,
85,2020,Trevis Gipson\GipsTr00,DL,,,Tulsa,College Stats,6-3,261,,,25,,,,
86,2020,Alohi Gilman\GilmAl00,S,,,Notre Dame,College Stats,5-10,201,4.60,32.0,17,119,6.81,4.08,
87,2020,Willie Gay Jr.\GayJWi00,LB,,,Mississippi St.,College Stats,6-1,243,4.46,39.5,21,136,7.08,4.30,
88,2020,Jonathan Garvin\GarvJo00,DL,,,Miami,College Stats,6-4,263,4.82,36.0,23,125,,,
89,2020,Cale Garrett\GarrCa01,LB,,,Missouri,College Stats,6-2,234,4.92,32.0,,124,6.91,4.13,
90,2020,Neville Gallimore\GallNe00,DL,,,Oklahoma,College Stats,6-2,304,4.79,,23,,7.97,5.01,
91,2020,Tipa Galeai\GaleTi00,LB,,,Utah St.,College Stats,6-5,235,,,,,,,
92,2020,Kristian Fulton\FultKr00,CB,,,LSU,College Stats,6-0,197,4.46,35.5,,123,6.94,4.36,
93,2020,Jordan Fuller\FullJo01,S,,,Ohio St.,College Stats,6-2,203,4.67,35.5,,122,,4.27,
94,2020,Leki Fotu\FotuLe00,DL,,,Utah,College Stats,6-5,330,5.15,,21,,,,
95,2020,A.J. Epenesa\EpenA.00,DL,,,Iowa,College Stats,6-5,275,5.04,32.5,17,117,7.34,4.46,
96,2020,Jordan Elliott\ElliJo02,DL,,,Missouri,College Stats,6-4,302,5.02,27.5,24,,,4.73,
97,2020,Jalen Elliott\ElliJa04,S,,,Notre Dame,College Stats,6-0,205,4.80,34.0,15,125,6.87,4.30,
98,2020,Troy Dye\DyexTr00,LB,,,Oregon,College Stats,6-3,231,,,,,,,
99,2020,Michael Divinity\DiviMi00,LB,,,LSU,College Stats,6-2,242,4.85,31.0,14,115,,,
100,2020,Trevon Diggs\DiggTr00,CB,,,Alabama,College Stats,6-1,205,,,,,,,
101,2020,Grant Delpit\DelpGr00,S,,,LSU,College Stats,6-2,213,,,,,,,
102,2020,Raekwon Davis\DaviRa03,DL,,,Alabama,College Stats,6-6,311,5.12,28.0,24,111,7.95,4.86,
103,2020,Marlon Davidson\DaviMa01,DL,,,Auburn,College Stats,6-3,303,5.04,,21,,,,
104,2020,Khalil Davis\DaviKh00,DL,,,Nebraska,College Stats,6-1,308,4.75,,32,,,,
105,2020,Javaris Davis\DaviJa09,CB,,,Auburn,College Stats,5-8,183,4.39,35.5,11,124,,,
106,2020,Carlos Davis\DaviCa03,DL,,,Nebraska,College Stats,6-2,313,4.82,,27,,,4.52,
107,2020,Ashtyn Davis\DaviAs00,S,,,California,College Stats,6-1,202,,,14,,,,
108,2020,Akeem Davis-Gaither\DaviAk01,LB,,,Appalachian St.,College Stats,6-1,224,,,21,,,,
109,2020,Cameron Dantzler\DantCa00,CB,,,Mississippi St.,College Stats,6-2,188,4.64,34.5,,,,,
110,2020,Darrion Daniels\DaniDa03,DL,,,Nebraska,College Stats,6-3,311,5.18,27.0,21,109,7.75,4.93,
111,2020,Kamren Curl\CurlKa00,S,,,Arkansas,College Stats,6-1,206,4.60,34.5,24,125,,,
112,2020,Carter Coughlin\CougCa00,LB,,,Minnesota,College Stats,6-3,236,4.57,36.0,,126,,,
113,2020,Kendall Coleman\ColeKe01,DL,,,Syracuse,College Stats,6-3,257,4.95,32.0,,114,7.50,4.62,
114,2020,Nick Coe\CoexNi00,LB,,,Auburn,College Stats,6-5,280,4.89,29.0,21,116,,,
115,2020,Josiah Coatney\CoatJo00,DL,,,Mississippi,College Stats,6-3,308,5.21,27.0,22,99,8.07,4.82,
116,2020,Rodney Clemons\ClemRo00,S,,,SMU,College Stats,6-0,209,4.71,33.5,21,118,,,
117,2020,Nevelle Clarke\ClarNe00,CB,,,UCF,College Stats,6-1,190,,35.0,10,126,6.88,4.31,
118,2020,K'Lavon Chaisson\ChaiKL00,LB,,,LSU,College Stats,6-3,254,,,,,,,
119,2020,Shyheim Carter\CartSh00,S,,,Alabama,College Stats,5-10,194,,,,,,,
120,2020,Terrell Burgess\BurgTe00,S,,,Utah,College Stats,5-11,202,4.46,33.5,20,122,,,
121,2020,Myles Bryant\BryaMy00,CB,,,Washington,College Stats,5-8,183,4.62,31.5,,115,6.81,4.02,
122,2020,Derrick Brown\BrowDe05,DL,,,Auburn,College Stats,6-5,326,5.16,27.0,28,108,8.22,4.79,
123,2020,Antoine Brooks Jr.\BrooAn00,S,,,Maryland,College Stats,5-11,220,4.64,34.5,18,,,,
124,2020,Shaun Bradley\BradSh00,LB,,,Temple,College Stats,6-1,235,4.51,32.5,14,121,7.07,4.24,
125,2020,Ross Blacklock\BlacRo00,DL,,,TCU,College Stats,6-3,290,4.90,29.0,,107,7.77,4.67,
126,2020,Julian Blackmon\BlacJu01,S,,,Utah,College Stats,6-0,187,,,,,,,
127,2020,Daniel Bituli\BituDa00,LB,,,Tennessee,College Stats,6-2,246,4.84,32.0,16,121,,,
128,2020,Francis Bernard\BernFr00,LB,,,Utah,College Stats,6-0,234,4.81,32.5,19,120,,,
129,2020,Zack Baun\BaunZa00,LB,,,Wisconsin,College Stats,6-2,238,4.65,32.5,24,115,7.00,4.31,
130,2020,Essang Bassey\BassEs00,CB,,,Wake Forest,College Stats,5-9,191,4.46,39.5,12,128,6.95,4.13,
131,2020,Trajan Bandy\BandTr00,CB,,,Miami,College Stats,5-8,180,4.50,,10,,,,
132,2020,Markus Bailey\BailMa01,LB,,,Purdue,College Stats,6-0,235,,,15,,,,
133,2020,Joe Bachie\BachJo00,LB,,,Michigan St.,College Stats,6-1,230,4.67,33.5,26,119,6.93,4.34,
134,2020,Grayland Arnold\ArnoGr00,CB,,,Baylor,College Stats,5-9,186,4.59,33.0,12,120,7.01,4.30,
135,2020,Damon Arnette\ArneDa00,CB,,,Ohio St.,College Stats,6-0,195,4.56,,,,,,
136,2020,Bradlee Anae\AnaeBr00,DL,,,Utah,College Stats,6-3,257,4.93,31.0,25,115,7.44,4.43,
137,2020,McTelvin Agim\AgimMc00,DL,,,Arkansas,College Stats,6-3,309,4.98,,27,,,,
138,2020,Rob Windsor,DL,,,Penn St.,College Stats,6-4,290,4.90,28.5,21,111,7.47,4.44,
139,2020,Derrek Tuszka,DL,,,North Dakota St.,,6-4,251,4.79,33.5,24,120,6.87,4.34,
140,2020,Stantley Thomas-Oliver,CB,,,Florida International,College Stats,6-0,192,4.48,34.0,,127,,,
141,2020,Stanford Samuels,CB,,,Florida St.,College Stats,6-1,187,4.65,,,,,,
142,2020,Reggie Robinson III,CB,,,Tulsa,College Stats,6-1,205,4.44,36.0,22,132,7.09,4.18,
143,2020,Dante Olson,LB,,,Montana,,6-2,237,4.88,42.0,15,124,7.00,4.32,
144,2020,Rashard Lawrence II,DL,,,LSU,College Stats,6-2,308,5.07,,22,,8.03,,
145,2020,BoPete Keyes,CB,,,Tulane,College Stats,6-1,202,,36.0,,126,,,
146,2020,Scoota Harris,LB,,,Arkansas,College Stats,6-0,234,4.69,33.0,18,111,7.38,4.32,
147,2020,Kyle Dugger,S,,,Lenoir-Rhyne,,6-1,217,4.49,42.0,17,134,,,
148,2020,Brian Cole II,S,,,Mississippi St.,College Stats,6-2,213,4.52,,,,,,
149,2020,Jeremy Chinn,S,,,Southern Illinois,,6-3,221,4.45,41.0,20,138,,,
150,2020,Cameron Brown,LB,,,Penn St.,College Stats,6-5,233,4.72,35.5,16,123,,,
151,2020,Jordyn Brooks,LB,,,Texas Tech,College Stats,6-0,240,4.54,,,,,,
